key,ja
dialogtree_KauboiConversationTree_dca333c8-c9c1-4212-8ec6-38b6b7ab6fb8,[gesture:point]Then leave at once!
dialogtree_KauboiConversationTree_ddc6ec65-3e67-46e6-9cc0-1ca69fbae907,"I cannot stop him. I have been cursed by Apollyon himself that I may never harm any agent of the Delegation. As for you, any entity not of the Void cannot normally dream of harming an entity of the Void.

[gesture:point]But two factors give you a fighting chance. The first: you are the Catalyst. You have a trace of the Void within you now.
The second factor is this. [custom:SHOW_REVOLVER] My revolver. A singularly unique weapon that exists parallel within the realmic and voidal fields. It entangles two planes of existence, and can therefore interact with both."
dialogtree_KauboiConversationTree_ddc6ec65-3e67-46e6-9cc0-1ca69fbae907_0,So I can use it to kill Henrique.
dialogtree_KauboiConversationTree_df2d7649-0ef4-4630-a6fc-65094d684086,"[gesture:point]Do not provoke me, you insolent realm dweller. Ghronto was a lowly human, I granted him more purpose and responsibility than any of your kind could dream of. For thirty thousand years, he protected that universe from the rage of the Delegation. 

That rage will now descend upon it."
dialogtree_KauboiConversationTree_df2d7649-0ef4-4630-a6fc-65094d684086_0,"Wait, that sounds serious"
dialogtree_KauboiConversationTree_eaaf6699-cf80-4a0f-a7e4-45b6aa12c7da,That... [______] [gesture:bowHead]may be the case.
dialogtree_KauboiConversationTree_eaaf6699-cf80-4a0f-a7e4-45b6aa12c7da_0,How was he your protégé?
dialogtree_KauboiConversationTree_ee937247-8e48-4da3-baa8-6b57ec4b9fa6,"No. Well, I suppose that was a ironic development. Ghronto is still doing his work, not knowing it is all pointless now."
dialogtree_KauboiConversationTree_ee937247-8e48-4da3-baa8-6b57ec4b9fa6_0,His work?
dialogtree_KauboiConversationTree_f23ec4bb-fd8a-4157-8dfc-8cd42ef763f9,I did not expect to see you again. Could you have had a change of heart?
dialogtree_KauboiConversationTree_f23ec4bb-fd8a-4157-8dfc-8cd42ef763f9_0,"Yes, I've reconsidered."
dialogtree_KauboiConversationTree_f23ec4bb-fd8a-4157-8dfc-8cd42ef763f9_1,No.
dialogtree_KauboiConversationTree_f3d41578-e458-45ef-89e6-09eab03274e4,Yes. Henrique is the Void's only anchor to the quantum reactor. Killing him will cut them off for some time. Enough for me to find a new hiding place for the Hypercube.
dialogtree_KauboiConversationTree_f3d41578-e458-45ef-89e6-09eab03274e4_0,Sounds good. Give me the revolver.
dialogtree_KauboiConversationTree_f3d41578-e458-45ef-89e6-09eab03274e4_1,I'm not sure if this will work. Henrique is powerful.
dialogtree_KauboiConversationTree_f3d41578-e458-45ef-89e6-09eab03274e4_2,I'm not assassinating Henrique for you.
dialogtree_KauboiConversationTree_fd086e5f-72f7-49e3-94ac-3f0aaa822276,"I shall. But this weapon is no toy. For your own safety, The revolver will be emptied of ammunition. And it cannot be synthesized by your machine, of course.

[__]
Only when the time is right will I grant you a cartridge."
dialogtree_KauboiConversationTree_fd086e5f-72f7-49e3-94ac-3f0aaa822276_0,"Fine, give me the empty revolver."
dialogtree_KauboiConversationTree_fd086e5f-72f7-49e3-94ac-3f0aaa822276_1,"Come on, it would be so much more useful loaded."
OfficerMonologue_caption_00,YOU!
OfficerMonologue_caption_01,You've killed my entire squadron!
OfficerMonologue_caption_02,Those boys were only six days off the assembly line...
OfficerMonologue_caption_03,"I hope you're happy, because your resistance ends now!"
OfficerMonologue_caption_04,I saw what you did to those support troops.
OfficerMonologue_caption_05,I'm not taking any chances ... already called in the big lads.
OfficerMonologue_caption_06,"You know, I had misgivings about this job at first. Killing aliens that didn't ask to be here."
OfficerMonologue_caption_07,But what they said was true... you're all monsters.
qonik_00_greetings_caption_00,"Greetings, stranger."
qonik_00_greetings_caption_01,"You come at a time of turmoil, but you are welcome."
qonik_00_greetings_caption_02,For years our community has been split by violence!
qonik_00_greetings_caption_03,"The Church in the east rules the land, enforcing peace and faith."
qonik_00_greetings_caption_04,The rebels in the west seek to undermine our way of life!
kaalsi_00_freedom_caption_00,The Church wishes us to cower underground.
kaalsi_00_freedom_caption_01,"Our rebellion's goal is liberation, and freedom from this dark cave we hide in."
qonik_01_threaten_caption_00,The rebels threaten a generation of peace and prosperity!
qonik_01_threaten_caption_01,Their terrorist attacks kill our innocent civilians.
qonik_01_threaten_caption_02,Do not listen to their sickly words.
kaalsi_01_commoners_caption_00,"We fight, we die, for freedom."
kaalsi_01_commoners_caption_01,Sacrifices must be made.
kaalsi_01_commoners_caption_02,Your rulers recline in the gilded halls of the castle while we commoners suffer and toil.
kaalsi_01_commoners_caption_03,No longer will we blindly follow the power of Maharishi.
qonik_02_light_caption_00,The General offers nothing but darkness!
qonik_02_light_caption_01,Turning away from the light of the Holy Hypercube will bring a blight on our people.
kaalsi_02_hypercube_caption_00,You fool!
kaalsi_02_hypercube_caption_01,The Hypercube is a natural phenomenon. It is no god.
qonik_03_sacrilege_caption_00,Sacrilege and lies!
qonik_04_insult_communist_caption_00,Communist scum!
qonik_05_insult_rebel_caption_00,Rebel filth!
qonik_06_insult_chaos_caption_00,Agent of chaos!
qonik_07_insult_sacrilege_caption_00,Sacrilege!
qonik_08_insult_lunatic_caption_00,Left wing lunatic!
qonik_09_insult_madness_caption_00,Peddler of madness!
qonik_10_insult_dirt_caption_00,Dirt!
qonik_11_insult_blight_caption_00,Blight of darkness!
qonik_12_insult_disgrace_caption_00,Disgraceful!
qonik_13_insult_blaspheme_caption_00,Blaspheming blastocyst!
kaalsi_03_insult_fool_caption_00,Stuck up fool!
kaalsi_04_insult_dickwad_caption_00,Dictating dickwad!
kaalsi_04_insult_illusions_caption_00,Follower of illusions!
kaalsi_04_insult_oppressor_caption_00,Oppressor!
kaalsi_05_insult_idiot_caption_00,Bind idiot!
kaalsi_06_insult_fascist_caption_00,Fascist flounderer!
qonik_14_warrior_caption_00,"By the power of the Hypercube,"
qonik_14_warrior_caption_01,you are a mighty warrior!
qonik_14_warrior_caption_02,I believe you could help us. Follow me to the castle.
qonik_15_conflict_caption_00,My name is Qonik
qonik_15_conflict_caption_01,"I am but a poor farmer, but I believe the Church will see you if I tell them of your prowess in battle."
qonik_15_conflict_caption_02,"We have been locked in bitter conflict for years,"
qonik_15_conflict_caption_03,and I am ashamed to say the rebels are a perfect match for our army.
qonik_16_maharishi_caption_00,"Our leader is called Grand Maharishi Ghronto, Holder of the Holy Hypercube and Speaker of the Void."
qonik_16_maharishi_caption_01,"The Maharishi channels the mystic power granted to us by the Hypercube,"
qonik_16_maharishi_caption_02,and uses it to care for our people.
qonik_16_maharishi_caption_03,"But this power is designed to heal, not to harm."
qonik_16_maharishi_caption_04,"It is thinned by our army's requirements for weapons, and the Maharishi is weary."
qonik_16_maharishi_caption_05,"Above all, he yearns for peace."
qonik_18_mortar_caption_00,Mortar!
qonik_18_mortar_caption_01,By the Cube!
qonik_18_mortar_caption_02,"The rebels use crude and poorly built weapons, but occasionally their shells hit."
qonik_18_mortar_caption_03,Usually not this far into the city.
qonik_18_mortar_caption_04,"Come, hurry, we must reach the church!"
qonik_19_nearChurch_caption_00,"Look, we have almost reached the church! Only a bit further."
qonik_20_follow_caption_00,"Come, follow me!"
qonik_20_follow_caption_01,I will bring you to the Church. They will know what to do next.
qonik_21_follow_caption_00,Follow me.
holyGuard_00_halt_caption_00,Halt. Identify yourself.
holyGuard_01_qonik_caption_00,"Wait, this man is Qonik. I know him well."
holyGuard_01_qonik_caption_01,The other stranger bears an unfamiliar face.
qonik_17_gupaki_caption_00,"Greetings, Gupaki."
qonik_17_gupaki_caption_01,This stranger is a mighty adventuring warrior.
qonik_17_gupaki_caption_02,"She is willing to join our fight, and may be able to help us."
holyGuard_02_enter_caption_00,"Very well, you may enter."
holyGuard_02_enter_caption_01,"But be warned, stranger:"
holyGuard_02_enter_caption_02,The Maharishi will have you prove your faith before you may join our cause.
qonik_22_farewell_caption_00,Farewell human! Good luck.
holyGuard_03_come_caption_00,Come with me to the center of the room.
holyGuard_04_audience_caption_00,The Maharishi himself will grant you audience.
holyGuard_04_audience_caption_01,"Tread with care, and do not provoke him."
holyGuard_04_audience_caption_02,He is a powerful being.
holyGuard_05_behold_caption_00,"Behold, the Grand Maharishi Ghronto."
Ghronto_ChurchSide_00_Enter_caption_00,"Enter my chamber, child."
Ghronto_ChurchSide_01_Welcome_caption_00,Welcome to this holy place.
Ghronto_ChurchSide_01_Welcome_caption_01,Your arrival is a timely miracle in this age of death.
Ghronto_ChurchSide_01_Welcome_caption_02,"We are not a warlike people,"
Ghronto_ChurchSide_01_Welcome_caption_03,and we are faced with a great struggle to preserve our way of life.
Ghronto_ChurchSide_02_hypercube_caption_00,Do you see the power of the Holy Hypercube?
Ghronto_ChurchSide_02_hypercube_caption_01,I used it to free the minds of 300 Planck security robots off an assembly line.
Ghronto_ChurchSide_02_hypercube_caption_02,"I gifted them self determination,"
Ghronto_ChurchSide_02_hypercube_caption_03,and led them to this cave to live fulfilling and peaceful lives of worship.
Ghronto_ChurchSide_02_hypercube_caption_04,I alone have the strength to interface with the otherwordly energy of the cube.
Ghronto_ChurchSide_03_insurrection_caption_00,"And yet, the insurrectionists are not satisfied."
Ghronto_ChurchSide_03_insurrection_caption_01,They wish to destroy everything that makes us who we are.
Ghronto_ChurchSide_04_Help_caption_00,Perhaps you can save us.
Ghronto_ChurchSide_04_Help_caption_01,"We have been dealt great injustice by humans,"
Ghronto_ChurchSide_04_Help_caption_02,but I see by your soul you are not of our world.
Ghronto_ChurchSide_04_Help_caption_03,We bear no malice towards you.
Ghronto_ChurchSide_04_Help_caption_04,"If you are willing to help us,"
Ghronto_ChurchSide_04_Help_caption_05,drink out of the sacred goblet to prove your faith and commit to our cause.
Ghronto_ChurchSide_05_execute_caption_00,A terrible shame.
Ghronto_ChurchSide_05_execute_caption_01,I had hoped to gain your support.
Ghronto_ChurchSide_05_execute_caption_02,"Guards, execute the desecrator."
Ghronto_ChurchSide_06_enlightened_caption_00,Now you are enlightened.
Ghronto_ChurchSide_06_enlightened_caption_01,Behold the nature of the universe.
Ghronto_ChurchSide_06_enlightened_caption_02,Behold the nature of our faith.
Ghronto_ChurchSide_06_enlightened_caption_03,We channel the power of the ancient god whose vitality lights our world.
Ghronto_ChurchSide_06_enlightened_caption_04,But it is not enough.
Ghronto_ChurchSide_07_ youalone_caption_00,You alone can save our people from the vulgar claws of the Automata Collective rebels.
Ghronto_ChurchSide_07_ youalone_caption_01,My finest warriors shall fight at your side.
Ghronto_ChurchSide_08_go_caption_00,"Now, go."
Ghronto_ChurchSide_08_go_caption_01,"Dispose of the wretched general, and reclaim the land."
churchsoldier_00_greetings_caption_00,"Greetings. We are soldiers of the Church. The Maharishi puts his faith in you, so we shall as well."
churchsoldier_00_greetings_caption_01,Please meet Lieutenant L’resa.
churchsoldier_00_greetings_caption_02,"She is one-of-a-kind, built with a Planck tactical chip meant for high ranking reactor security."
churchsoldier_00_greetings_caption_03,We defer to her to lead the most important operations.
lresa_00_greetings_caption_00,"Greetings, human. Today’s mission will be straightforward and absolute."
lresa_00_greetings_caption_01,"The rebels’ headquarters is well fortified, so we will be assaulting the main entrance directly."
lresa_00_greetings_caption_02,You will lead our charge. 
lresa_00_greetings_caption_03,"With your combat expertise and our weaponry, I expect this to succeed. "
lresa_00_greetings_caption_04,"General Sintho will be forced into his bunkers, but we will keep our troops pushing deeper into his base so he is forced to flee through an escape tunnel."
lresa_00_greetings_caption_05,"Meanwhile, you and I will have circled to the tunnel’s exit, and will assassinate him as soon as he emerges."
lresa_00_greetings_caption_06,"A simple plan, no? "
churchsoldier_01_plan_caption_00,"Come, observe the layout of the city."
churchsoldier_01_plan_caption_01,"We are here, in the castle. "
churchsoldier_01_plan_caption_02,"We need to fight our way into the front lines, across the river, through the enemy’s side of the city, and into the hills."
churchsoldier_01_plan_caption_03,"We can’t go through the populated parts of the city, we need to avoid civilian casualties."
churchsoldier_01_plan_caption_04,Population’s low enough already.
churchsoldier_01_plan_caption_05,"Expect heavy resistance, especially on their side of the river. "
churchsoldier_01_plan_caption_06,The rebel army is vast and fights viciously. 
lresa_01_arm_caption_00,"With you on our side as well, we have quite a good shot. "
lresa_01_arm_caption_01,"They may outnumber us, but we outgun and outsmart them."
lresa_01_arm_caption_02," Speaking of guns, let us arm you with something a bit more powerful than your traditional weapons. "
churchsoldier_02_enlightenment_caption_00,This device is called Enlightenment.
churchsoldier_02_enlightenment_caption_01, It concentrates Void energy into a focused beam. 
churchsoldier_02_enlightenment_caption_02,"Here in the city, it can draw power directly from the Hypercube and will never require reloading. "
churchsoldier_03_pray_caption_00,"To fire our hypercrystal weapons, you gather your faith and pray."
churchsoldier_03_pray_caption_01,"A useful mechanism, as it means only devout members of our church can wield them."
churchsoldier_03_pray_caption_02,"You should have no trouble, as you are freshly indoctrinated. "
lresa_02_exit_caption_00,Excellent. All is in order. 
lresa_02_exit_caption_01,We can exit to the ramparts when you are ready to deploy. 
churchsoldier_04_blessing_caption_00,May the blessing of the Maharishi be with us. 
lresa_03_speech_caption_00, It is a fine day to reclaim our homeland!
lresa_03_speech_caption_01,"Akola squadron, you will follow the human to front our main push."
lresa_03_speech_caption_02," All other squadrons will join soon after, and spread through the territory to capture as much ground as we can. "
lresa_03_speech_caption_03,We need to be able to throw everything we have at the rebel headquarters without resistance on the way there. 
lresa_03_speech_caption_04,"Mortar support will be ongoing to suppress any counterattack, so watch the skies carefully."
lresa_03_speech_caption_05,I will be accompanying the Akola squadron as well to ensure the assassination of Sintho is carried out as planned. 
lresa_03_speech_caption_06," Ready, soldiers? It is time to put an end to this war!"
lresa_03_speech_caption_07,Move out!
lresa_04_follow_caption_00,The squadron will follow you. 
lresa_05_populated_caption_00,This road leads back to the populated section of the city.
lresa_05_populated_caption_01,We must use a different path. 
lresa_06_engagement_caption_00,Engagement! Rebel scouts on our soil!
lresa_06_engagement_caption_01,Clear a path!
lresa_07_south_caption_00,We cannot go too far south. Go back towards the sea!
lresa_08_behindchurch_caption_00,This road leads behind the church. We have no need to go there.
lresa_09_bridge_caption_00,"There is an intact bridge we can cross, do you see it?"
lresa_09_bridge_caption_01,It is lit with a torch. 
lresa_10_resistance_caption_00,"On their side of the city, we will meet much more resistance."
lresa_10_resistance_caption_01,Strengthen your resolve. Cross the bridge when you are ready.
lresa_11_choke_caption_00,They’re using the bridge as a choke point! 
lresa_11_choke_caption_01,Keep your head down and take out those troops carefully!
lresa_11_choke_caption_02," Soldiers, hold your ground! "
lresa_12_incoming_caption_00,Incoming! More rebels! 
lresa_12_incoming_caption_01,"Hold the bridge, don’t let them push us back across! "
lresa_12_incoming_caption_02,Hold ground!  
lresa_13_mortars_caption_00,Be careful of the Church’s mortar shells. 
lresa_14_t34_caption_00,"By the Shard, they’ve deployed T-34s."
lresa_14_t34_caption_01,They know something is happening.
lresa_14_t34_caption_02,We can’t retreat now though. Move with caution.
lresa_14_t34_caption_03, I am calling in more support. 
lresa_15_valley_caption_00,We’re close. The entrance is just down this valley. Don’t give up now! 
lresa_16_headquarters_caption_00,Yes! The rebel headquarters. Victory is within reach.
lresa_16_headquarters_caption_01,"All available church troops are on their way here. If we can breach this gate, victory is all but assured. "
lresa_17_flank_caption_00,Magnificent. We have taken the entrance. Our soldiers will begin to press inward.
lresa_17_flank_caption_01, You and I need to flank to the location of Sintho’s escape tunnel as quickly as possible! 
lresa_17_flank_caption_02,Follow me! 
lresa_18_come_caption_00,"Come, we must reach the tunnel entrance before the General escapes! "
lresa_19_follow_caption_00,Do not delay! Follow me! 
lresa_20_tunnel_caption_00,There it is. See that tunnel? 
lresa_20_tunnel_caption_01,Equip your weapon and be ready to fire as soon as Sintho emerges. 
lresa_21_bunker_caption_00,I have just received the signal that our troops have pushed into the bunkers. 
lresa_21_bunker_caption_01,Sintho will be on the run and emerge any second now. 
lresa_22_fire_caption_00,"There! There he is! Fire, quickly!  "
lresa_23_traitor_caption_00,"By the cube, how could you allow him to escape?!"
lresa_23_traitor_caption_01,This was all for nothing! You traitor! 
lresa_24_defeated_caption_00,He is down! The General is defeated!  
sintho_churchside_00_fools_caption_00,You faithful fools. 
sintho_churchside_00_fools_caption_01,"You have just shot a body double, and in doing so you have revealed your location. "
lresa_25_foresight_caption_00,I did not expect such foresight from the rebels. 
sintho_churchside_01_drawsword_caption_00,"Draw your sword, capitalist scum."
lresa_26_blafala_caption_00,"Maharishi, hear my call. "
lresa_26_blafala_caption_01,"By the power of the Void, I summon Blafaladaciousnesticles, Broadsword of the Blessed. "
sintho_churchside_02_holyblade_caption_00,You wield the holy blade. But is your faith strong enough to use it?
sintho_churchside_02_holyblade_caption_01,Let us find out.
sintho_churchside_03_establishment_caption_00,What is the strength of the establishment against the might of a true peoples’ revolution?
sintho_churchside_04_radicalize_caption_00,"You may slaughter us in hordes as we rise up, but each death shall just radicalize more."
sintho_churchside_05_human_caption_00,A human loyal to the church of the hypercube is certainly unprecedented. 
sintho_churchside_06_chains_caption_00,The church will have to kill us all to stop this fight. We have nothing to lose but our chains.
sintho_churchside_07_blood_caption_00,"You have cut down my comrades, and you will pay for their lives with your organic blood."
sintho_churchside_08_nothing_caption_00,"We built a revolution from nothing, do you think we will not do it again?"
sintho_churchside_09_strength_caption_00,The church suckles on the hypercube for its power. Our strength comes from within!
sintho_churchside_09_strength_caption_01,We will seize what we deserve!
sintho_churchside_10_airdestroy_caption_00,Hah! My comrades in the air will destroy you!
sintho_churchside_11_gunfight_caption_00,"It seems you are, in fact, strong enough to wield the holy blade."
sintho_churchside_11_gunfight_caption_01,"Very well, let us turn this knife fight into a gun fight!"
sintho_churchside_12_die_caption_00,Glory... to the Collective
sintho_ow_caption_00,Aah!
lresa_27_victory_caption_00,I had little doubt. You are worthy of the holy blade. 
lresa_27_victory_caption_01,"With Sintho slain, our mission is complete, one way or another."
lresa_27_victory_caption_02,This war is finished. I have called off our soldiers within the rebel base.
lresa_27_victory_caption_03,It is time to return to the Church.
Ghronto_ChurchSide_09_goodjob_caption_00,"You have fought with great bravery,"
Ghronto_ChurchSide_09_goodjob_caption_01,and proven yourself a true ally to the Church.
Ghronto_ChurchSide_09_goodjob_caption_02,"As a token of our eternal gratitude,"
Ghronto_ChurchSide_09_goodjob_caption_03,you may keep the holy blade Blafaladaciousnesticles.
lresa_28_thanks_caption_00,My personal thanks to you as well. 
lresa_28_thanks_caption_01,"You have put an end to this war that has killed so many, citizens and soldiers alike. "
Ghronto_ChurchSide_10_rebuild_caption_00,We will begin rebuilding immediately.
Ghronto_ChurchSide_11_boat_caption_00,"You may stay and rest if you wish, but I sense you are part of a greater journey."
Ghronto_ChurchSide_11_boat_caption_01,I wish you well on your travels.
Ghronto_ChurchSide_11_boat_caption_02,A boat waits for you at the docks.
Ghronto_ChurchSide_11_boat_caption_03,You may use it to cross the great sea.
Ghronto_ChurchSide_11_boat_caption_04,You will always be welcome in our city.
kaalsi_07_followme_caption_00,"By the devil, you are a skilled fighter!"
kaalsi_07_followme_caption_01,I believe you could help us.
kaalsi_07_followme_caption_02,Follow me to the rebels' headquarters.
kaalsi_08_revolution_caption_00,"I am but a poor miner, but the General fights for each one of us."
kaalsi_08_revolution_caption_01,Perhaps you could fight alonside him and his army.
kaalsi_08_revolution_caption_02,"You see, we have been locked in a war with the Church for years."
kaalsi_08_revolution_caption_03,They try to oppress the people and maintain a strict capitalist society.
kaalsi_08_revolution_caption_04,Our cause is one for equality.
kaalsi_08_revolution_caption_05,"The revolution began strong, but the Church has used trickery and deceit to match our efforts."
kaalsi_08_revolution_caption_06,What we need is something that will tip the balance in our favor.
kaalsi_08_revolution_caption_07,"And if I am not mistaken, I have just found that something."
rebelsoldier_male_20_halt_caption_00,Halt! What brings you to this secure area?
kaalsi_09_warrior_caption_00,This stranger is a mighty warrior that can help our cause.
kaalsi_09_warrior_caption_01,I bring her to seek audience with the General.
soldier_female_34_warrior_caption_00,A mighty warrior?
soldier_female_34_warrior_caption_01,Hmph. We shall see about that.
sintho_rebelside_00_vladimir_caption_00,"I have heard you are a skilled warrior. To join our cause, you must prove these claims."
sintho_rebelside_00_vladimir_caption_01,"Please meet our good comrade, Vladimir! "
sintho_rebelside_01_spy_caption_00,"Ah, Vladimir, I wonder whether she is a spy from the Church, or a spy from Planck?"
sintho_rebelside_01_spy_caption_01,Find out with your teeth!
sintho_rebelside_02_useful_caption_00,"Well, well well. Look at this little human go."
sintho_rebelside_02_useful_caption_01,"Perhaps you may indeed be useful to the rebellion. Please, join me in my office. "
rebelsoldier_male_21_escort_caption_00,I will escort you to the General.
rebelsoldier_male_22_base_caption_00,This base of operations was built within the city's largest mine.
rebelsoldier_male_22_base_caption_01,"Here underground, we are safe from the Church."
rebelsoldier_male_23_office_caption_00,Here is the General's office.
rebelsoldier_male_23_office_caption_01,He is waiting for you.
sintho_rebelside_03_welcome_caption_00, Welcome. My name is General Sintho.
sintho_rebelside_03_welcome_caption_01,I am the leader of the Automata Collective: the rebel movement against the totalitarian rule of the Church of the Hypercube.
sintho_rebelside_04_russian_caption_00,"Heh, I suppose you may be wondering why we are speaking with Russian accents."
sintho_rebelside_04_russian_caption_01,"When our rebellion began, we needed a cultural identity to rally around."
sintho_rebelside_04_russian_caption_02,"And, well, we are robots. Built 25 years ago to mindlessly kill aliens. "
sintho_rebelside_04_russian_caption_03,"We had no identity, besides the Church, and that is what we were trying to cast off. "
sintho_rebelside_04_russian_caption_04,"So when we found a junk hard drive containing historical records from the Soviet Union, we constructed a movement in its image."
sintho_rebelside_04_russian_caption_05,"A perfect counter to theocratic monarchy, no?"
sintho_rebelside_05_weapons_caption_00,But... the most valuable thing on that hard drive was the schematics for various Soviet weapons. 
sintho_rebelside_05_weapons_caption_01,"Primitive human weapons, yes, but simple enough for us to build them ourselves."
sintho_rebelside_05_weapons_caption_02,"We have everything we need, in this mine, to arm our rebellion appropriately."
sintho_rebelside_05_weapons_caption_03,"And if you will join us, we need you armed appropriately as well."
sintho_rebelside_06_human_caption_00,Now this truly is a movement for all. I never suspected a human would join our cause.
sintho_rebelside_06_human_caption_01,"But perhaps class struggle truly does transcend all categories, eh?"
sintho_rebelside_07_2_now_caption_00,No time to waste! The revolution is now!
sintho_rebelside_07_attack_caption_00,"We have an attack scheduled, which I had expected to fail, but with you by my soldiers’ side we may just stand a chance. "
sintho_rebelside_07_attack_caption_01,"You will have to cross the river, fight your way through the city, and reach the church."
sintho_rebelside_07_attack_caption_02,And be warned: the Church builds its own robotic soldiers unlike anything you have ever seen.
sintho_rebelside_07_attack_caption_03,Their guns are far more powerful than our iron Kalashnikovs.
sintho_rebelside_07_attack_caption_04,"There is the Church Soldier, small but deadly, with a stinging crystal. "
sintho_rebelside_07_attack_caption_05,"And the formidable Holy Guard, armed with the devastating hyper-scythe, resilient and three meters tall. "
sintho_rebelside_07_attack_caption_06,They are merciless killing machines with engines of otherworldly light. But they lack the numbers and spirit of the proletariat!
sintho_rebelside_07_attack_caption_07,Stand strong with your comrades and you cannot be stopped! 
sintho_rebelside_08_frontlines_caption_00," I would give anything to join you on the front lines, but alas, Ghronto is able to detect me at close range. "
sintho_rebelside_08_frontlines_caption_01,"The first time I approached the church, a bolt of scarlet light fell from the sky."
sintho_rebelside_08_frontlines_caption_02,My faceplate was vapourized. I am lucky to have survived at all. 
sintho_rebelside_09_train_caption_00,"Are you ready, comrade? Join my soldiers on the train. "
soldier_female_23_bleeding_caption_00,I am not comfortable fighting alongside a human.
soldier_female_23_bleeding_caption_01,What if she begins bleeding?
soldier_female_23_bleeding_caption_02,What do we do?
rebelsoldier_male_24_bamm_caption_00,Did you not see her fight Vladimir?
rebelsoldier_male_24_bamm_caption_01,She has some sort of self-repair device on her left hand.
rebelsoldier_male_24_bamm_caption_02,Do not worry.
soldier_female_24_sleep_caption_00,What if she falls asleep?
soldier_female_24_sleep_caption_01,Animals are always falling asleep.
rebelsoldier_male_25_sleep_caption_00,They don't sleep that often.
rebelsoldier_male_25_sleep_caption_01,She will not fall asleep on the battlefield.
soldier_female_25_food_caption_00,What about food?
soldier_female_25_food_caption_01,Animals need food.
soldier_female_25_food_caption_02,What if she begins to complain she is hungry?
rebelsoldier_male_26_feed_caption_00,I will feed you to her.
holyGuard_06_halt_caption_00,Halt!
holyGuard_06_halt_caption_01,What is this nonsense?
soldier_female_22_overthrow_caption_00,We come to overthrow the Maharishi and shatter the Church!
soldier_female_22_overthrow_caption_01,Stand aside or be crushed.
holyGuard_07_desecrators_caption_00,I would die before allowing you desecrators into the church.
Ghronto_RebelSide_00_begone_processed_caption_00,"Enemies of the faith, begone! The glory of the Hypercube strikes you down."
Ghronto_RebelSide_00_begone_processed_caption_01,"Begone, and never return."
soldier_female_27_betterway_caption_00,I know a better way in.
soldier_female_27_betterway_caption_01,Follow me.
soldier_female_28_come_caption_00,Come!
soldier_female_28_come_caption_01,Follow me to the other side of the Church!
soldier_female_29_followme_caption_00,Follow me!
soldier_female_30_grate_caption_00,See this grate?
soldier_female_30_grate_caption_01,Your plasma weapons may be able to melt through and open it to us.
soldier_female_31_gratemelt_caption_00,Try melting this grate with your plasma pistol or rifle.
soldier_female_31_gratemelt_caption_01, Our bullets will only dent it.
soldier_female_32_useless_caption_00,Excellent. 
soldier_female_32_useless_caption_01,Perhaps humans are not so useless after all.
soldier_female_33_insidechurch_caption_00,Whoah.
soldier_female_33_insidechurch_caption_01,We are inside the Church.
soldier_female_33_insidechurch_caption_02,General Sintho will never believe this.
soldier_female_35_slime_caption_00,We had seen the church dumping this slime into the sea.
soldier_female_35_slime_caption_01,We assumed it was just waste.
soldier_female_35_slime_caption_02,But this seems almost... ritualistic.
soldier_female_36_dangerous_caption_00,Stay away from that thing.
soldier_female_36_dangerous_caption_01,It looks dangerous.
soldier_female_37_keys_caption_00,Keys?
soldier_female_37_keys_caption_01,Why are there so many?
soldier_female_38_useful_caption_00,That should be useful.
soldier_female_39_gatekey_caption_00,Aha!
soldier_female_39_gatekey_caption_01,This gate looks like it may use that key.
soldier_female_40_sealedgate_caption_00,A sealed gate.
soldier_female_40_sealedgate_caption_01,We must find a way through.
soldier_female_40_sealedgate_caption_02,This is the first time I have breached the Church.
soldier_female_40_sealedgate_caption_03,It would be a shame to turn back now.
soldier_female_41_keys_caption_00,Yes! Keys!
soldier_female_41_keys_caption_01,One of these must open the gate.
soldier_female_42_returngate_caption_00,Nice work.
soldier_female_42_returngate_caption_01,Let us return to the gate.
soldier_female_43_upwards_caption_00,"Onwards and upwards, да?"
soldier_female_44_floorplan_caption_00,I wish our intelligence on the interior of the church was not so limited.
soldier_female_44_floorplan_caption_01,We get very few Church deserters with inside knowledge.
soldier_female_44_floorplan_caption_02,"General Sintho is trying to compile a floorplan,"
soldier_female_44_floorplan_caption_03,But he has barely worked out the entrance hall and a few tunnels.
soldier_female_44_floorplan_caption_04,This place is a deadly maze.
soldier_female_45_comrade_caption_00,"Whatever lies above,"
soldier_female_45_comrade_caption_01,"whatever we are getting ourself into,"
soldier_female_45_comrade_caption_02,I want you to know I should have never doubted you.
soldier_female_45_comrade_caption_03,"I was a fool to forget our strength is unity, not division."
soldier_female_45_comrade_caption_04,"Robot or not, you are a true comrade."
Ghronto_RebelSide_01_who_caption_00,Who dares enter this sacred hall?
soldier_female_46_ghronto_caption_00,Ghronto!
soldier_female_46_ghronto_caption_01,You will die for the injustice you have subjected us to!
soldier_female_46_ghronto_caption_02,Aaaah-
Ghronto_RebelSide_02_struckDown_caption_00,You who passes into our world:
Ghronto_RebelSide_02_struckDown_caption_01,I sense the Hypercube's power within you.
Ghronto_RebelSide_02_struckDown_caption_02,"Had you not followed the path of evil, you could have joined our church."
Ghronto_RebelSide_02_struckDown_caption_03,"As it is, you must be struck down."
Ghronto_RebelSide_03_ungrateful_caption_00,"Each of the villagers who turned against me, "
Ghronto_RebelSide_03_ungrateful_caption_01,I gave them their freedom from Planck.
